EventID,RecordNumber,ErrorCode,Timestamp,Component,User,EventName,StorePath,Event,Url,Reason,PackageFamily,Operation,MessageText
16394,230,,2026-04-01 18:12:58.496927+00:00,,,,,,,,,,
1003,231,,2026-04-01 18:13:00.798950+00:00,,,,,,,,,,
1003,232,,2026-04-01 18:13:00.827806+00:00,,,,,,,,,,
8198,233,,2026-04-01 18:13:00.843567+00:00,,,,,,,,,,
23,234,,2026-04-01 18:13:11.064199+00:00,,,,,,,,Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy,InitializeDataChangedSignaler,
24,235,,2026-04-01 18:13:11.296776+00:00,,,,,,,,Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy,InitializeDataChangedSignaler,
256,236,,2026-04-01 18:13:46.061434+00:00,,,,,,,,,,
16384,237,,2026-04-01 18:13:52.642691+00:00,,,,,,,,,,
16394,238,,2026-04-01 18:15:09.234076+00:00,,,,,,,,,,
16384,239,,2026-04-01 18:15:39.506435+00:00,,,,,,,,,,
256,240,,2026-04-01 18:16:13.671303+00:00,,,,,,,,,,
1531,241,,2026-04-08 15:32:47.136013+00:00,,,,,,,,,,
5615,242,,2026-04-08 15:32:53.546499+00:00,,,,,,,,,,
6003,243,,2026-04-08 15:32:59.841478+00:00,,,,,,,,,,
6000,244,,2026-04-08 15:33:00.245174+00:00,,,,,,,,,,
900,245,,2026-04-08 15:33:02.342793+00:00,,,,,,,,,,
16394,246,,2026-04-08 15:33:02.905676+00:00,,,,,,,,,,
1066,247,,2026-04-08 15:33:03.205259+00:00,,,,,,,,,,
1003,248,,2026-04-08 15:33:03.250193+00:00,,,,,,,,,,
902,249,,2026-04-08 15:33:03.502659+00:00,,,,,,,,,,
5611,250,,2026-04-08 15:33:09.262280+00:00,,,,,,,,,,
5617,251,,2026-04-08 15:33:14.085804+00:00,,,,,,,,,,
1003,252,,2026-04-08 15:33:25.348061+00:00,,,,,,,,,,
1003,253,,2026-04-08 15:33:26.143290+00:00,,,,,,,,,,
8198,254,,2026-04-08 15:33:26.255146+00:00,,,,,,,,,,
1003,255,,2026-04-08 15:33:28.480516+00:00,,,,,,,,,,
1003,256,,2026-04-08 15:33:28.583843+00:00,,,,,,,,,,
8198,257,,2026-04-08 15:33:28.605125+00:00,,,,,,,,,,
1003,258,,2026-04-08 15:33:31.175035+00:00,,,,,,,,,,
1003,259,,2026-04-08 15:33:31.207823+00:00,,,,,,,,,,
8198,260,,2026-04-08 15:33:31.223438+00:00,,,,,,,,,,
1001,261,,2026-04-08 15:33:58.263874+00:00,,,crashpad_log,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_MicrosoftEdgeUpd_a82170bb559d9c99e928ccd5a3b14aa8ab9c73_00000000_ccbbb043-9953-4f0f-a003-58b7b7891406,,,,,,
1001,262,,2026-04-08 15:33:58.276056+00:00,,,crashpad_log,,,,,,,
86,263,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 15:34:01.243790+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 15:34:31 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: d6923725-02db-44fb-8c86-2b375300ea1a
"
86,264,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 15:34:13.987068+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 15:34:39 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: c337f986-eb51-4cab-b55f-b587c69e0e1b
"
1003,265,,2026-04-08 15:34:24.862379+00:00,,,,,,,,,,
1,266,,2026-04-08 15:35:03.366678+00:00,,,,,,,,,,
15,267,,2026-04-08 15:35:05.437887+00:00,,,,,,,,,,
0,268,,2026-04-08 15:35:17.204803+00:00,,,,,,,,,,
0,269,,2026-04-08 15:35:18.344784+00:00,,,,,,,,,,
16384,270,,2026-04-08 15:35:19.177582+00:00,,,,,,,,,,
903,271,,2026-04-08 15:35:19.577280+00:00,,,,,,,,,,
1130,272,,2026-04-08 15:35:24.156719+00:00,,,,,,,,,,
8224,273,,2026-04-08 15:36:51.334141+00:00,,,,,,,,,,
15,274,,2026-04-08 15:37:15.625008+00:00,,,,,,,,,,
15,275,,2026-04-08 15:37:17.684877+00:00,,,,,,,,,,
15,276,,2026-04-08 15:37:20.255260+00:00,,,,,,,,,,
15,277,,2026-04-08 15:37:22.371790+00:00,,,,,,,,,,
15,278,,2026-04-08 15:37:24.586254+00:00,,,,,,,,,,
1001,279,,2026-04-08 15:37:24.823706+00:00,,,crashpad_log,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_setup.exe_3972d54f75ab6f12563052bcbd0d657bad1af4b_00000000_29ffb3b2-66c0-4c86-8d86-b338b838d296,,,,,,
1001,280,,2026-04-08 15:37:24.829084+00:00,,,crashpad_log,,,,,,,
15,281,,2026-04-08 15:37:38.743616+00:00,,,,,,,,,,
16394,282,,2026-04-08 15:38:25.958149+00:00,,,,,,,,,,
1034,283,,2026-04-08 15:38:26.168478+00:00,,,,,,,,,,
1034,284,,2026-04-08 15:38:26.172682+00:00,,,,,,,,,,
0,285,,2026-04-08 15:39:06.033611+00:00,,,,,,,,,,
16384,286,,2026-04-08 15:39:41.950199+00:00,,,,,,,,,,
16394,287,,2026-04-08 15:39:45.200266+00:00,,,,,,,,,,
16384,288,,2026-04-08 15:40:16.313288+00:00,,,,,,,,,,
256,289,,2026-04-08 15:40:46.439642+00:00,,,,,,,,,,
8224,290,,2026-04-08 15:46:19.253326+00:00,,,,,,,,,,
16394,291,,2026-04-08 15:48:02.113871+00:00,,,,,,,,,,
1531,292,,2026-04-08 22:19:42.362818+00:00,,,,,,,,,,
5615,293,,2026-04-08 22:19:48.514380+00:00,,,,,,,,,,
900,294,,2026-04-08 22:19:56.518003+00:00,,,,,,,,,,
16394,295,,2026-04-08 22:19:56.901106+00:00,,,,,,,,,,
1066,296,,2026-04-08 22:19:57.026419+00:00,,,,,,,,,,
1003,297,,2026-04-08 22:19:57.050293+00:00,,,,,,,,,,
902,298,,2026-04-08 22:19:57.123478+00:00,,,,,,,,,,
5611,299,,2026-04-08 22:19:56.930338+00:00,,,,,,,,,,
5617,300,,2026-04-08 22:19:58.035875+00:00,,,,,,,,,,
1003,301,,2026-04-08 22:19:59.205973+00:00,,,,,,,,,,
8198,302,,2026-04-08 22:19:59.219971+00:00,,,,,,,,,,
86,303,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 22:20:04.553679+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 22:20:36 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: c9e422a6-44df-4baa-b0fd-f18e6aa24750
"
86,304,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 22:20:04.831894+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 22:20:38 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 08f574a7-5b99-47c5-9d68-24ee945e98bd
"
16384,305,,2026-04-08 22:20:29.442387+00:00,,,,,,,,,,
903,306,,2026-04-08 22:20:29.670460+00:00,,,,,,,,,,
6003,307,,2026-04-08 22:20:40.482141+00:00,,,,,,,,,,
6000,308,,2026-04-08 22:20:41.009754+00:00,,,,,,,,,,
1003,309,,2026-04-08 22:20:59.704399+00:00,,,,,,,,,,
16394,310,,2026-04-08 22:21:06.675932+00:00,,,,,,,,,,
1003,311,,2026-04-08 22:21:07.941942+00:00,,,,,,,,,,
1003,312,,2026-04-08 22:21:08.004816+00:00,,,,,,,,,,
8198,313,,2026-04-08 22:21:08.025190+00:00,,,,,,,,,,
0,314,,2026-04-08 22:21:49.403509+00:00,,,,,,,,,,
1,315,,2026-04-08 22:21:51.250164+00:00,,,,,,,,,,
15,316,,2026-04-08 22:21:53.329678+00:00,,,,,,,,,,
15,317,,2026-04-08 22:21:55.403486+00:00,,,,,,,,,,
16384,318,,2026-04-08 22:21:59.278028+00:00,,,,,,,,,,
256,319,,2026-04-08 22:22:23.604498+00:00,,,,,,,,,,
2562,320,,2026-04-08 22:22:50.801008+00:00,,,,,,,,,,
4097,321,,2026-04-08 22:27:10.719461+00:00,,,,,,,,,,
1040,322,,2026-04-08 22:27:13.977547+00:00,,,,,,,,,,
4096,323,,2026-04-08 22:27:15.473999+00:00,,,,,,,,,,
4096,324,,2026-04-08 22:27:19.965729+00:00,,,,,,,,,,
11707,325,,2026-04-08 22:27:25.843025+00:00,,,,,,,,,,
1033,326,,2026-04-08 22:27:25.845228+00:00,,,,,,,,,,
1042,327,,2026-04-08 22:27:25.855244+00:00,,,,,,,,,,
16394,328,,2026-04-08 22:28:18.135490+00:00,,,,,,,,,,
16384,329,,2026-04-08 22:28:54.868572+00:00,,,,,,,,,,
16394,330,,2026-04-08 22:29:58.977825+00:00,,,,,,,,,,
16384,331,,2026-04-08 22:30:32.472517+00:00,,,,,,,,,,
15,332,,2026-04-08 22:33:06.684805+00:00,,,,,,,,,,
16394,333,,2026-04-08 22:34:19.531570+00:00,,,,,,,,,,
16384,334,,2026-04-08 22:34:51.186670+00:00,,,,,,,,,,
16394,335,,2026-04-08 22:35:47.672928+00:00,,,,,,,,,,
16384,336,,2026-04-08 22:36:22.601448+00:00,,,,,,,,,,
1001,337,,2026-04-08 22:40:11.723116+00:00,,,RADAR_PRE_LEAK_64,,,,,,,
2562,338,,2026-04-08 22:42:53.092146+00:00,,,,,,,,,,
2562,339,,2026-04-08 22:43:22.086023+00:00,,,,,,,,,,
2562,340,,2026-04-08 22:43:24.229183+00:00,,,,,,,,,,
2562,341,,2026-04-08 22:43:24.229574+00:00,,,,,,,,,,
2562,342,,2026-04-08 22:44:28.545988+00:00,,,,,,,,,,
16394,343,,2026-04-08 22:45:26.965139+00:00,,,,,,,,,,
16384,344,,2026-04-08 22:45:57.426001+00:00,,,,,,,,,,
2562,345,,2026-04-08 22:50:01.671463+00:00,,,,,,,,,,
2562,346,,2026-04-08 22:51:44.841618+00:00,,,,,,,,,,
2562,347,,2026-04-08 22:51:44.841986+00:00,,,,,,,,,,
1001,348,,2026-04-08 23:00:00.614998+00:00,,,RADAR_PRE_LEAK_64,,,,,,,
16394,349,,2026-04-08 23:17:00.229647+00:00,,,,,,,,,,
1034,350,,2026-04-08 23:17:00.797728+00:00,,,,,,,,,,
1034,351,,2026-04-08 23:17:00.805346+00:00,,,,,,,,,,
16384,352,,2026-04-08 23:17:30.908672+00:00,,,,,,,,,,
15,353,,2026-04-08 23:18:55.328468+00:00,,,,,,,,,,
102,354,,2026-04-08 23:20:15.942944+00:00,,,,,,,,,,
105,355,,2026-04-08 23:20:15.987324+00:00,,,,,,,,,,
325,356,,2026-04-08 23:20:16.046522+00:00,,,,,,,,,,
15,357,,2026-04-08 23:20:42.627436+00:00,,,,,,,,,,
1531,358,,2026-04-09 00:00:19.757616+00:00,,,,,,,,,,
5615,359,,2026-04-09 00:00:25.935530+00:00,,,,,,,,,,
5611,360,,2026-04-09 00:00:31.478193+00:00,,,,,,,,,,
5617,361,,2026-04-09 00:00:32.628258+00:00,,,,,,,,,,
900,362,,2026-04-09 00:00:38.333408+00:00,,,,,,,,,,
16394,363,,2026-04-09 00:00:38.377995+00:00,,,,,,,,,,
1066,364,,2026-04-09 00:00:38.454300+00:00,,,,,,,,,,
1003,365,,2026-04-09 00:00:38.496733+00:00,,,,,,,,,,
902,366,,2026-04-09 00:00:38.554775+00:00,,,,,,,,,,
1003,367,,2026-04-09 00:00:39.862061+00:00,,,,,,,,,,
8198,368,,2026-04-09 00:00:39.877075+00:00,,,,,,,,,,
86,369,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-09 00:00:45.325607+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Thu, 09 Apr 2026 00:01:17 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 884312d1-ae23-4f83-8789-40f98b2e94e5
"
86,370,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-09 00:00:45.588932+00:00,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Thu, 09 Apr 2026 00:01:17 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 84f17c13-f2d6-4eb2-aa6c-eb1a86d04e8f
"
6003,371,,2026-04-09 00:00:48.270899+00:00,,,,,,,,,,
6000,372,,2026-04-09 00:00:48.738939+00:00,,,,,,,,,,
1003,373,,2026-04-09 00:01:09.342665+00:00,,,,,,,,,,
1003,374,,2026-04-09 00:01:09.642723+00:00,,,,,,,,,,
8198,375,,2026-04-09 00:01:09.694542+00:00,,,,,,,,,,
16384,376,,2026-04-09 00:01:39.845819+00:00,,,,,,,,,,
903,377,,2026-04-09 00:01:40.910597+00:00,,,,,,,,,,
256,378,,2026-04-09 00:01:52.399483+00:00,,,,,,,,,,
1003,379,,2026-04-09 00:02:13.780819+00:00,,,,,,,,,,
0,380,,2026-04-09 00:03:14.323883+00:00,,,,,,,,,,
900,381,,2026-04-09 00:03:35.572664+00:00,,,,,,,,,,
16394,382,,2026-04-09 00:03:35.686926+00:00,,,,,,,,,,
1,383,,2026-04-09 00:03:41.083397+00:00,,,,,,,,,,
15,384,,2026-04-09 00:03:43.116917+00:00,,,,,,,,,,
16384,385,,2026-04-09 00:04:15.434105+00:00,,,,,,,,,,
15,386,,2026-04-09 00:11:03.347055+00:00,,,,,,,,,,
