EventID,AppVersion,ModulePath,RecordNumber,AppPath,AppName,ErrorCode,Timestamp,Component,User,EventName,ProcessId,StorePath,ModuleVersion,Event,Url,PackageFullName,Reason,PackageFamily,Operation,MessageText,ProcessCreationTime,ModuleName
2562,,,199,,,,2026-04-01 17:27:04.549025+00:00,,,,,,,,,,,,,,,
2562,,,200,,,,2026-04-01 17:27:06.591087+00:00,,,,,,,,,,,,,,,
1001,,,201,,,,2026-04-01 17:27:07.267185+00:00,,,StoreAgentInstallFailure1,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;UsoClient_cf5c055f8d343835f9ae8e04e73bc28fe5b630_00000000_20fa2dde-76d4-4db7-8c7d-edb01d1c7696,,,,,,,,,,
2562,,,202,,,,2026-04-01 17:27:08.653820+00:00,,,,,,,,,,,,,,,
2562,,,203,,,,2026-04-01 17:27:08.654034+00:00,,,,,,,,,,,,,,,
8224,,,204,,,,2026-04-01 17:31:12.488871+00:00,,,,,,,,,,,,,,,
1531,,,205,,,,2026-04-01 18:09:11.456764+00:00,,,,,,,,,,,,,,,
5615,,,206,,,,2026-04-01 18:09:16.033192+00:00,,,,,,,,,,,,,,,
900,,,207,,,,2026-04-01 18:09:25.801413+00:00,,,,,,,,,,,,,,,
16394,,,208,,,,2026-04-01 18:09:25.869919+00:00,,,,,,,,,,,,,,,
1066,,,209,,,,2026-04-01 18:09:25.949215+00:00,,,,,,,,,,,,,,,
1003,,,210,,,,2026-04-01 18:09:25.984123+00:00,,,,,,,,,,,,,,,
902,,,211,,,,2026-04-01 18:09:26.043873+00:00,,,,,,,,,,,,,,,
1003,,,212,,,,2026-04-01 18:09:27.340816+00:00,,,,,,,,,,,,,,,
8198,,,213,,,,2026-04-01 18:09:27.354895+00:00,,,,,,,,,,,,,,,
86,,,214,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-01 18:09:32.588472+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 18:09:32 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: fd013bd1-04f6-44a6-8c46-913f7620c604
",,
86,,,215,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-01 18:09:32.802769+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 01 Apr 2026 18:09:32 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 672ea153-250f-432f-859a-7032f43e2891
",,
16384,,,216,,,,2026-04-01 18:09:57.379700+00:00,,,,,,,,,,,,,,,
903,,,217,,,,2026-04-01 18:09:57.607220+00:00,,,,,,,,,,,,,,,
5611,,,218,,,,2026-04-01 18:10:16.101835+00:00,,,,,,,,,,,,,,,
5617,,,219,,,,2026-04-01 18:10:16.751444+00:00,,,,,,,,,,,,,,,
0,,,220,,,,2026-04-01 18:11:22.457342+00:00,,,,,,,,,,,,,,,
900,,,221,,,,2026-04-01 18:11:22.954361+00:00,,,,,,,,,,,,,,,
16394,,,222,,,,2026-04-01 18:11:23.031101+00:00,,,,,,,,,,,,,,,
1,,,223,,,,2026-04-01 18:11:25.178272+00:00,,,,,,,,,,,,,,,
1003,,,224,,,,2026-04-01 18:11:26.539467+00:00,,,,,,,,,,,,,,,
15,,,225,,,,2026-04-01 18:11:27.217386+00:00,,,,,,,,,,,,,,,
15,,,226,,,,2026-04-01 18:11:36.740061+00:00,,,,,,,,,,,,,,,
16384,,,227,,,,2026-04-01 18:11:53.076006+00:00,,,,,,,,,,,,,,,
6003,,,228,,,,2026-04-01 18:12:32.441202+00:00,,,,,,,,,,,,,,,
6000,,,229,,,,2026-04-01 18:12:32.792021+00:00,,,,,,,,,,,,,,,
16394,,,230,,,,2026-04-01 18:12:58.496927+00:00,,,,,,,,,,,,,,,
1003,,,231,,,,2026-04-01 18:13:00.798950+00:00,,,,,,,,,,,,,,,
1003,,,232,,,,2026-04-01 18:13:00.827806+00:00,,,,,,,,,,,,,,,
8198,,,233,,,,2026-04-01 18:13:00.843567+00:00,,,,,,,,,,,,,,,
23,,,234,,,,2026-04-01 18:13:11.064199+00:00,,,,,,,,,,,Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy,InitializeDataChangedSignaler,,,
24,,,235,,,,2026-04-01 18:13:11.296776+00:00,,,,,,,,,,,Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy,InitializeDataChangedSignaler,,,
256,,,236,,,,2026-04-01 18:13:46.061434+00:00,,,,,,,,,,,,,,,
16384,,,237,,,,2026-04-01 18:13:52.642691+00:00,,,,,,,,,,,,,,,
16394,,,238,,,,2026-04-01 18:15:09.234076+00:00,,,,,,,,,,,,,,,
16384,,,239,,,,2026-04-01 18:15:39.506435+00:00,,,,,,,,,,,,,,,
256,,,240,,,,2026-04-01 18:16:13.671303+00:00,,,,,,,,,,,,,,,
1531,,,241,,,,2026-04-08 15:32:47.136013+00:00,,,,,,,,,,,,,,,
5615,,,242,,,,2026-04-08 15:32:53.546499+00:00,,,,,,,,,,,,,,,
6003,,,243,,,,2026-04-08 15:32:59.841478+00:00,,,,,,,,,,,,,,,
6000,,,244,,,,2026-04-08 15:33:00.245174+00:00,,,,,,,,,,,,,,,
900,,,245,,,,2026-04-08 15:33:02.342793+00:00,,,,,,,,,,,,,,,
16394,,,246,,,,2026-04-08 15:33:02.905676+00:00,,,,,,,,,,,,,,,
1066,,,247,,,,2026-04-08 15:33:03.205259+00:00,,,,,,,,,,,,,,,
1003,,,248,,,,2026-04-08 15:33:03.250193+00:00,,,,,,,,,,,,,,,
902,,,249,,,,2026-04-08 15:33:03.502659+00:00,,,,,,,,,,,,,,,
5611,,,250,,,,2026-04-08 15:33:09.262280+00:00,,,,,,,,,,,,,,,
5617,,,251,,,,2026-04-08 15:33:14.085804+00:00,,,,,,,,,,,,,,,
1003,,,252,,,,2026-04-08 15:33:25.348061+00:00,,,,,,,,,,,,,,,
1003,,,253,,,,2026-04-08 15:33:26.143290+00:00,,,,,,,,,,,,,,,
8198,,,254,,,,2026-04-08 15:33:26.255146+00:00,,,,,,,,,,,,,,,
1003,,,255,,,,2026-04-08 15:33:28.480516+00:00,,,,,,,,,,,,,,,
1003,,,256,,,,2026-04-08 15:33:28.583843+00:00,,,,,,,,,,,,,,,
8198,,,257,,,,2026-04-08 15:33:28.605125+00:00,,,,,,,,,,,,,,,
1003,,,258,,,,2026-04-08 15:33:31.175035+00:00,,,,,,,,,,,,,,,
1003,,,259,,,,2026-04-08 15:33:31.207823+00:00,,,,,,,,,,,,,,,
8198,,,260,,,,2026-04-08 15:33:31.223438+00:00,,,,,,,,,,,,,,,
1001,,,261,,,,2026-04-08 15:33:58.263874+00:00,,,crashpad_log,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_MicrosoftEdgeUpd_a82170bb559d9c99e928ccd5a3b14aa8ab9c73_00000000_ccbbb043-9953-4f0f-a003-58b7b7891406,,,,,,,,,,
1001,,,262,,,,2026-04-08 15:33:58.276056+00:00,,,crashpad_log,,,,,,,,,,,,
86,,,263,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 15:34:01.243790+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 15:34:31 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: d6923725-02db-44fb-8c86-2b375300ea1a
",,
86,,,264,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 15:34:13.987068+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 15:34:39 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: c337f986-eb51-4cab-b55f-b587c69e0e1b
",,
1003,,,265,,,,2026-04-08 15:34:24.862379+00:00,,,,,,,,,,,,,,,
1,,,266,,,,2026-04-08 15:35:03.366678+00:00,,,,,,,,,,,,,,,
15,,,267,,,,2026-04-08 15:35:05.437887+00:00,,,,,,,,,,,,,,,
0,,,268,,,,2026-04-08 15:35:17.204803+00:00,,,,,,,,,,,,,,,
0,,,269,,,,2026-04-08 15:35:18.344784+00:00,,,,,,,,,,,,,,,
16384,,,270,,,,2026-04-08 15:35:19.177582+00:00,,,,,,,,,,,,,,,
903,,,271,,,,2026-04-08 15:35:19.577280+00:00,,,,,,,,,,,,,,,
1130,,,272,,,,2026-04-08 15:35:24.156719+00:00,,,,,,,,,,,,,,,
8224,,,273,,,,2026-04-08 15:36:51.334141+00:00,,,,,,,,,,,,,,,
15,,,274,,,,2026-04-08 15:37:15.625008+00:00,,,,,,,,,,,,,,,
15,,,275,,,,2026-04-08 15:37:17.684877+00:00,,,,,,,,,,,,,,,
15,,,276,,,,2026-04-08 15:37:20.255260+00:00,,,,,,,,,,,,,,,
15,,,277,,,,2026-04-08 15:37:22.371790+00:00,,,,,,,,,,,,,,,
15,,,278,,,,2026-04-08 15:37:24.586254+00:00,,,,,,,,,,,,,,,
1001,,,279,,,,2026-04-08 15:37:24.823706+00:00,,,crashpad_log,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_setup.exe_3972d54f75ab6f12563052bcbd0d657bad1af4b_00000000_29ffb3b2-66c0-4c86-8d86-b338b838d296,,,,,,,,,,
1001,,,280,,,,2026-04-08 15:37:24.829084+00:00,,,crashpad_log,,,,,,,,,,,,
15,,,281,,,,2026-04-08 15:37:38.743616+00:00,,,,,,,,,,,,,,,
16394,,,282,,,,2026-04-08 15:38:25.958149+00:00,,,,,,,,,,,,,,,
1034,,,283,,,,2026-04-08 15:38:26.168478+00:00,,,,,,,,,,,,,,,
1034,,,284,,,,2026-04-08 15:38:26.172682+00:00,,,,,,,,,,,,,,,
0,,,285,,,,2026-04-08 15:39:06.033611+00:00,,,,,,,,,,,,,,,
16384,,,286,,,,2026-04-08 15:39:41.950199+00:00,,,,,,,,,,,,,,,
16394,,,287,,,,2026-04-08 15:39:45.200266+00:00,,,,,,,,,,,,,,,
16384,,,288,,,,2026-04-08 15:40:16.313288+00:00,,,,,,,,,,,,,,,
256,,,289,,,,2026-04-08 15:40:46.439642+00:00,,,,,,,,,,,,,,,
8224,,,290,,,,2026-04-08 15:46:19.253326+00:00,,,,,,,,,,,,,,,
16394,,,291,,,,2026-04-08 15:48:02.113871+00:00,,,,,,,,,,,,,,,
1531,,,292,,,,2026-04-08 16:09:12.340809+00:00,,,,,,,,,,,,,,,
5615,,,293,,,,2026-04-08 16:09:17.506271+00:00,,,,,,,,,,,,,,,
900,,,294,,,,2026-04-08 16:09:29.018192+00:00,,,,,,,,,,,,,,,
16394,,,295,,,,2026-04-08 16:09:29.417698+00:00,,,,,,,,,,,,,,,
1066,,,296,,,,2026-04-08 16:09:29.744799+00:00,,,,,,,,,,,,,,,
1003,,,297,,,,2026-04-08 16:09:29.769379+00:00,,,,,,,,,,,,,,,
902,,,298,,,,2026-04-08 16:09:29.831989+00:00,,,,,,,,,,,,,,,
5611,,,299,,,,2026-04-08 16:09:29.346706+00:00,,,,,,,,,,,,,,,
5617,,,300,,,,2026-04-08 16:09:30.500191+00:00,,,,,,,,,,,,,,,
1003,,,301,,,,2026-04-08 16:09:31.617922+00:00,,,,,,,,,,,,,,,
8198,,,302,,,,2026-04-08 16:09:31.633142+00:00,,,,,,,,,,,,,,,
86,,,303,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 16:09:36.646946+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 16:10:08 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 8b6372ed-b18d-498a-86b7-2f77bce915e3
",,
86,,,304,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 16:09:36.908560+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 16:10:09 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 1dc8833d-5aa6-4872-a207-87f8988d2c91
",,
16384,,,305,,,,2026-04-08 16:10:01.664537+00:00,,,,,,,,,,,,,,,
903,,,306,,,,2026-04-08 16:10:01.898060+00:00,,,,,,,,,,,,,,,
0,,,307,,,,2026-04-08 16:11:19.065582+00:00,,,,,,,,,,,,,,,
900,,,308,,,,2026-04-08 16:11:19.520561+00:00,,,,,,,,,,,,,,,
16394,,,309,,,,2026-04-08 16:11:19.562376+00:00,,,,,,,,,,,,,,,
1,,,310,,,,2026-04-08 16:11:21.504904+00:00,,,,,,,,,,,,,,,
1003,,,311,,,,2026-04-08 16:11:22.020134+00:00,,,,,,,,,,,,,,,
15,,,312,,,,2026-04-08 16:11:23.517569+00:00,,,,,,,,,,,,,,,
16384,,,313,,,,2026-04-08 16:11:49.617460+00:00,,,,,,,,,,,,,,,
4625,,,314,,,,2026-04-08 16:15:13.749790+00:00,,,,,,,,,,,,,,,
1531,,,315,,,,2026-04-08 16:15:11.230125+00:00,,,,,,,,,,,,,,,
5615,,,316,,,,2026-04-08 16:15:18.700607+00:00,,,,,,,,,,,,,,,
900,,,317,,,,2026-04-08 16:15:24.277510+00:00,,,,,,,,,,,,,,,
16394,,,318,,,,2026-04-08 16:15:24.395926+00:00,,,,,,,,,,,,,,,
1066,,,319,,,,2026-04-08 16:15:24.498318+00:00,,,,,,,,,,,,,,,
1003,,,320,,,,2026-04-08 16:15:24.536615+00:00,,,,,,,,,,,,,,,
902,,,321,,,,2026-04-08 16:15:24.616394+00:00,,,,,,,,,,,,,,,
1003,,,322,,,,2026-04-08 16:15:27.027485+00:00,,,,,,,,,,,,,,,
8198,,,323,,,,2026-04-08 16:15:27.046921+00:00,,,,,,,,,,,,,,,
5611,,,324,,,,2026-04-08 16:15:27.921965+00:00,,,,,,,,,,,,,,,
5617,,,325,,,,2026-04-08 16:15:29.731693+00:00,,,,,,,,,,,,,,,
6003,,,326,,,,2026-04-08 16:15:30.682467+00:00,,,,,,,,,,,,,,,
6000,,,327,,,,2026-04-08 16:15:31.209574+00:00,,,,,,,,,,,,,,,
256,,,328,,,,2026-04-08 16:16:22.588879+00:00,,,,,,,,,,,,,,,
1003,,,329,,,,2026-04-08 16:16:31.761351+00:00,,,,,,,,,,,,,,,
1003,,,330,,,,2026-04-08 16:16:32.654501+00:00,,,,,,,,,,,,,,,
8198,,,331,,,,2026-04-08 16:16:33.174538+00:00,,,,,,,,,,,,,,,
86,,,332,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 16:16:40.714539+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 16:17:12 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: c38f0cca-dced-4820-b487-174ed1596f36
",,
86,,,333,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),2026-04-08 16:16:41.477274+00:00,,,,,,,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep,,,,,"GetCACaps
GetCACaps: Not Found
{""Message"":""The authority \""vmw-keyid-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net\"" does not exist.""}
HTTP/1.1 404 Not Found
Date: Wed, 08 Apr 2026 16:17:13 GMT
Content-Length: 121
Content-Type: application/json; charset=utf-8
X-Content-Type-Options: nosniff
Strict-Transport-Security: max-age=31536000;includeSubDomains
x-ms-request-id: 0bbfdc6e-a81a-4200-abfc-3bb4d07502b8
",,
1003,,,334,,,,2026-04-08 16:16:53.407158+00:00,,,,,,,,,,,,,,,
2562,,,335,,,,2026-04-08 16:17:04.448589+00:00,,,,,,,,,,,,,,,
16384,,,336,,,,2026-04-08 16:18:12.175966+00:00,,,,,,,,,,,,,,,
903,,,337,,,,2026-04-08 16:18:12.514851+00:00,,,,,,,,,,,,,,,
900,,,338,,,,2026-04-08 16:18:22.637825+00:00,,,,,,,,,,,,,,,
16394,,,339,,,,2026-04-08 16:18:22.974720+00:00,,,,,,,,,,,,,,,
1,,,340,,,,2026-04-08 16:18:24.672338+00:00,,,,,,,,,,,,,,,
15,,,341,,,,2026-04-08 16:18:26.716770+00:00,,,,,,,,,,,,,,,
16384,,,342,,,,2026-04-08 16:19:07.305882+00:00,,,,,,,,,,,,,,,
4097,,,343,,,,2026-04-08 16:19:17.418398+00:00,,,,,,,,,,,,,,,
1040,,,344,,,,2026-04-08 16:19:21.105700+00:00,,,,,,,,,,,,,,,
4096,,,345,,,,2026-04-08 16:19:22.230799+00:00,,,,,,,,,,,,,,,
4096,,,346,,,,2026-04-08 16:19:27.464125+00:00,,,,,,,,,,,,,,,
1000,4.14.4.0,C:\WINDOWS\System32\KERNELBASE.dll,347,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,wazuh-agent.exe,,2026-04-08 16:19:31.420273+00:00,,,,0x000018a4,,10.0.26100.8036,,,,,,,,0x01dcc77379af28eb,KERNELBASE.dll
11707,,,348,,,,2026-04-08 16:19:33.335171+00:00,,,,,,,,,,,,,,,
1033,,,349,,,,2026-04-08 16:19:33.335585+00:00,,,,,,,,,,,,,,,
1042,,,350,,,,2026-04-08 16:19:33.361105+00:00,,,,,,,,,,,,,,,
1001,,,351,,,,2026-04-08 16:19:34.331783+00:00,,,APPCRASH,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\AppCrash_wazuh-agent.exe_da11ada28c8299eb4aec5d53b062a2dbc5651ce2_42296c00_49058636-cf67-4658-8a50-89e4afe126f8,,,,,,,,,,
16394,,,352,,,,2026-04-08 16:19:35.252394+00:00,,,,,,,,,,,,,,,
16384,,,353,,,,2026-04-08 16:20:05.547533+00:00,,,,,,,,,,,,,,,
8224,,,354,,,,2026-04-08 16:28:46.847477+00:00,,,,,,,,,,,,,,,
16394,,,355,,,,2026-04-08 16:30:35.774496+00:00,,,,,,,,,,,,,,,
16384,,,356,,,,2026-04-08 16:31:06.101412+00:00,,,,,,,,,,,,,,,
2562,,,357,,,,2026-04-08 16:31:50.231184+00:00,,,,,,,,,,,,,,,
2562,,,358,,,,2026-04-08 16:32:08.456020+00:00,,,,,,,,,,,,,,,
2562,,,359,,,,2026-04-08 16:33:26.056301+00:00,,,,,,,,,,,,,,,
2562,,,360,,,,2026-04-08 16:33:28.386709+00:00,,,,,,,,,,,,,,,
2562,,,361,,,,2026-04-08 16:33:28.387133+00:00,,,,,,,,,,,,,,,
2562,,,362,,,,2026-04-08 16:34:22.528526+00:00,,,,,,,,,,,,,,,
2562,,,363,,,,2026-04-08 16:34:29.983482+00:00,,,,,,,,,,,,,,,
2562,,,364,,,,2026-04-08 16:34:29.983860+00:00,,,,,,,,,,,,,,,
1001,,,365,,,,2026-04-08 16:35:21.945103+00:00,,,RADAR_PRE_LEAK_64,,,,,,,,,,,,
256,,,366,,,,2026-04-08 16:39:41.297653+00:00,,,,,,,,,,,,,,,
256,,,367,,,,2026-04-08 16:39:41.470009+00:00,,,,,,,,,,,,,,,
256,,,368,,,,2026-04-08 16:39:41.604090+00:00,,,,,,,,,,,,,,,
16394,,,369,,,,2026-04-08 16:46:18.906788+00:00,,,,,,,,,,,,,,,
16384,,,370,,,,2026-04-08 16:46:49.001282+00:00,,,,,,,,,,,,,,,
16394,,,371,,,,2026-04-08 16:57:26.645109+00:00,,,,,,,,,,,,,,,
16384,,,372,,,,2026-04-08 16:58:05.685421+00:00,,,,,,,,,,,,,,,
16394,,,373,,,,2026-04-08 17:01:33.282242+00:00,,,,,,,,,,,,,,,
16384,,,374,,,,2026-04-08 17:02:03.594042+00:00,,,,,,,,,,,,,,,
16394,,,375,,,,2026-04-08 17:05:37.956841+00:00,,,,,,,,,,,,,,,
16384,,,376,,,,2026-04-08 17:06:08.514706+00:00,,,,,,,,,,,,,,,
4097,,,377,,,,2026-04-08 17:07:32.527065+00:00,,,,,,,,,,,,,,,
4097,,,378,,,,2026-04-08 17:07:59.062025+00:00,,,,,,,,,,,,,,,
1001,,,379,,,,2026-04-08 17:11:13.022142+00:00,,,RADAR_PRE_LEAK_64,,,,,,,,,,,,
4097,,,380,,,,2026-04-08 17:20:44.004965+00:00,,,,,,,,,,,,,,,
16394,,,381,,,,2026-04-08 17:27:24.773005+00:00,,,,,,,,,,,,,,,
16384,,,382,,,,2026-04-08 17:27:55.037394+00:00,,,,,,,,,,,,,,,
