EventID,Method,AppVersion,ModulePath,RecordNumber,ExtraInfo,AppPath,P7,AppName,ErrorCode,Unknown,IntegratorReportId,Timestamp,Component,CabGuid,User,P10,AnalysisSymbol,P2,AttachedFiles,PackageRelativeAppId,P4,EventName,ProcessId,P3,ExceptionCode,Bucket,Context,StorePath,ReportStatus,param1,HashedBucket,CabId,P8,AppTimeStamp,ModuleVersion,Event,ReportId,BucketType,Stage,RepairTriggerError,param3,Url,PackageFullName,P5,FaultingOffset,Reason,Response,P9,param2,PackageFamily,Operation,Rechecking,P1,MessageText,OperationError,P6,ModuleTimeStamp,ProcessCreationTime,Error,ModuleName
4097,,,,94,,,,,,"<string>CN=GlobalSign Root CA, OU=Root CA, O=GlobalSign nv-sa, C=BE</string>
<string>B1BC968BD4F49D622AA89A81F2150152A41D829C</string>
",,2026-04-01 16:33:01.780930+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,95,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:33:07.196976+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,96,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:33:58.830261+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,97,,,,,,"<string><explicit></string>
",,2026-04-01 16:33:59.303370+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,,,,98,,,,,,,,2026-04-01 16:33:59.343018+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,99,,,,,,"<string>C:\WINDOWS\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
</string>
",,2026-04-01 16:33:59.370682+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,,100,,,,,,"<string>55c92734-d682-4d71-983e-d6ec3f16059f</string>
<string>
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]
5: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: 8a292df8-d653-4057-8133-a0701792f912, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: cd918a57-a41b-4c82-8dce-1a538e221a83, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
15: da9621af-f086-4244-b563-18611e51aa1a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
16: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
17: ed799377-74b8-4989-a244-14d082e65972, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

</string>
",,2026-04-01 16:33:59.391781+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,101,,,,,,"<string>10.0.26100.8036</string>
",,2026-04-01 16:33:59.517756+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,102,,,,,,,,2026-04-01 16:34:01.100508+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,103,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:34:02.523701+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,104,,,,,,"<string>Windows Defender</string>
<string>SECURITY_PRODUCT_STATE_ON</string>
",,2026-04-01 16:34:03.120291+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,105,,,,,,"<string>2026-04-01T19:20:29Z</string>
<string>RulesEngine</string>
",,2026-04-01 16:34:29.565136+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,106,,,,,,,,2026-04-01 16:34:29.569742+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,107,,,,,,,,2026-04-01 16:34:54.868172+00:00,,0,,,,1.3.223.11,,,0xa043081c,crashpad_log,,CriticalRequestError|unknown,,,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_MicrosoftEdgeUpd_7541d642bd65f41c97ab6fa4b649cacddb462f_00000000_147adcaf-58ef-422f-8587-2b8d1ed1d9d9,6,,,0,,,,,147adcaf-58ef-422f-8587-2b8d1ed1d9d9,0,,,,,,,,,Not available,,,,,0,MicrosoftEdgeUpdate.exe,,,,,,,
1001,,,,108,,,,,,,,2026-04-01 16:34:54.889849+00:00,,0,,,,146.0.3856.97,,,0x220,crashpad_log,,EdgeInstallerError|msedge,,,,\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_setup.exe_4d9ddccf5c67af39c5e753567f54bfe6706fcd_00000000_d7706e3a-dca4-4751-b0e5-63e41bb5aba6,6,,,0,,,,,d7706e3a-dca4-4751-b0e5-63e41bb5aba6,0,,,,,,,,,Not available,,,,,0,setup.exe,,,,,,,
0,,,,109,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:35:02.309685+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,110,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:36:02.320648+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,,,,111,,,,,,,,2026-04-01 16:36:03.841923+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,112,,,,,,"<string>2026-04-01T19:20:33Z</string>
<string>RulesEngine</string>
",,2026-04-01 16:36:33.940302+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,113,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:37:02.082256+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,,,,114,,,,,,,,2026-04-01 16:37:07.116201+00:00,,0,,,,41,,,NONE,AppxDeploymentFailureBlue,,0,,,,NULL,2147483648,,,0,,,,,842355dc-2483-4bb3-9605-73a14e4dd4b0,0,,,,,,10.0.26100.8036,,,Not available,,,,,0,80073CF3,,,628,,,,
0,,,,115,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:38:02.098381+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,116,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:39:02.094675+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,117,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:40:02.077047+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,118,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:41:02.162386+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,119,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:42:02.124294+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,120,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:43:02.424610+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,,,,121,,,,,,,,2026-04-01 16:43:55.442039+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,122,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:44:02.375448+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,123,,,,,,"<string>2026-04-01T19:20:25Z</string>
<string>RulesEngine</string>
",,2026-04-01 16:44:25.803284+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,124,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:45:02.557985+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,125,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:46:02.399546+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,126,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:47:02.427088+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,127,,,,,,,,2026-04-01 16:47:59.200512+00:00,,,NormalVM\pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,128,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:48:05.843029+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,129,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:49:06.101585+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,,,,130,,,,,,"<string>WSearch</string>
",,2026-04-01 16:49:30.842255+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,,,,131,,,,,,"<string>SessionEnv</string>
",,2026-04-01 16:49:30.890772+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,,,,132,,,,,,"<string>SessionEnv</string>
",,2026-04-01 16:49:32.165447+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,,,,133,,,,,,"<string>SessionEnv</string>
",,2026-04-01 16:49:34.411791+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,134,,,,,,,,2026-04-01 16:49:49.197721+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MicrosoftWindows.Client.CBS_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
23,,,,135,,,,,,,,2026-04-01 16:49:49.665964+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
24,,,,136,,,,,,,,2026-04-01 16:49:49.932964+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,MicrosoftWindows.Client.CBS_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
23,,,,137,,,,,,,,2026-04-01 16:49:50.827181+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
23,,,,138,,,,,,,,2026-04-01 16:49:50.846521+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
23,,,,139,,,,,,,,2026-04-01 16:49:51.198141+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
24,,,,140,,,,,,,,2026-04-01 16:49:51.275238+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
24,,,,141,,,,,,,,2026-04-01 16:49:51.288330+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
24,,,,142,,,,,,,,2026-04-01 16:49:51.711084+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
24,,,,143,,,,,,,,2026-04-01 16:49:51.732090+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
23,,,,144,,,,,,,,2026-04-01 16:49:51.781109+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
24,,,,145,,,,,,,,2026-04-01 16:49:51.813271+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy,InitializeDataChangedSignaler,,,,-2147024894,,,,,
16394,,,,146,,,,,,,,2026-04-01 16:49:58.531616+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,147,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:50:05.902750+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,148,,,,,,"<string>2026-04-01T19:20:34Z</string>
<string>RulesEngine</string>
",,2026-04-01 16:50:34.578098+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,149,,,,,,"<string>Service stopped</string>
",,2026-04-01 16:51:04.236486+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,,,,150,,,,,,,,2026-04-01 17:17:42.359589+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,,,,151,,,,,,,,2026-04-01 17:17:48.143843+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,,,,152,,,,,,"<string>SessionEnv</string>
",,2026-04-01 17:17:51.032452+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,,,,153,,,,,,"<string>SessionEnv</string>
",,2026-04-01 17:17:51.372316+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,154,,,,,,"<string>TriggerStarted:6</string>
",,2026-04-01 17:17:53.265373+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16394,,,,155,,,,,,,,2026-04-01 17:17:53.689659+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,156,,,,,,"<string>C:\WINDOWS\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
</string>
",,2026-04-01 17:17:54.305897+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,,157,,,,,,"<string>55c92734-d682-4d71-983e-d6ec3f16059f</string>
<string>
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]
5: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 3ae2cc14-ab2d-41f4-972f-5e20142771dc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 4002e33a-524c-4100-8108-131a0d42c0ea, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 653098ee-780d-4863-8cf2-d18399ce413b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: 8a292df8-d653-4057-8133-a0701792f912, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: cd918a57-a41b-4c82-8dce-1a538e221a83, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
15: da9621af-f086-4244-b563-18611e51aa1a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
16: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
17: ed799377-74b8-4989-a244-14d082e65972, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

</string>
",,2026-04-01 17:17:54.373623+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,158,,,,,,"<string>10.0.26100.8036</string>
",,2026-04-01 17:17:54.613213+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16388,,,,159,,,,,,"<string>2026-04-01T17:18:01Z</string>
<string>2026-04-01T19:16:11Z</string>
",,2026-04-01 17:18:01.053923+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,,160,"
",,,,,,,2026-04-01 17:18:08.798828+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,,,,161,,,,,,,,2026-04-01 17:18:20.942625+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,,,,162,,,,,,,,2026-04-01 17:18:23.226330+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,163,,,,,,,,2026-04-01 17:18:24.812721+00:00,,,S-1-5-21-2352865859-2334931103-2005901029-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,164,,,,,,,,2026-04-01 17:18:24.998314+00:00,,,S-1-5-21-2352865859-2334931103-2005901029-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8230,,,,165,,,,,,"<string>Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;LastConsumptionReason=0xc004f034;LastNotificationId=NeverActivated;LicenseState=SL_LICENSING_STATUS_NOTIFICATION;PartialProductKey=8HVX7;ProductKeyType=Retail;SkuId=2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8;ruleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;uxDifferentiator=RETAIL</string>
",,2026-04-01 17:18:31.228558+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
