LogonType,VirtualAccount,Resource,TargetProcessName,SidHistory,TargetName,TargetInfo,MasterKeyId,FailureReason,KeyType,TargetOutboundDomainName,NewUacValue,Schema,EventCountTotal,EnabledPrivilegeList,Status,ClientCreationTime,CallerProcessId,ProcessName,RecordNumber,SessionId,SchemaFriendlyName,NewProcessName,PasswordLastSet,OldUacValue,CountOfCredentialsReturned,LmPackageName,UserParameters,DisabledPrivilegeList,UserWorkstations,AuthenticationPackageName,CryptoAlgorithms,TargetSid,VsmLaunchType,ReadOperation,LogonGuid,TargetOutboundUserName,LoadOptions,EventID,TargetDomainName,TargetServerName,AlgorithmName,LogonProcessName,Timestamp,DisplayName,HomePath,VendorIds,UserAccountControl,TargetUserSid,NewProcessId,TargetProcessId,SubjectUserName,EventIdx,Type,TokenElevationType,KernelDebug,SubjectDomainName,AllowedToDelegateTo,ProcessCreationTime,DataDescription,TestSigning,PrivilegeList,PackageSid,ProtectedDataFlags,FlightSigning,KeyFilePath,AdvancedOptions,TargetLinkedLogonId,RestrictedAdminMode,RemoteCredentialGuard,SubjectLogonId,UserPrincipalName,PuaPolicyId,Identity,HomeDirectory,ElevatedToken,DeviceDescription,Operation,PuaCount,TargetUserName,HypervisorLoadOptions,SubjectUserSid,TargetLogonId,MandatoryLabel,ProcessId,TransmittedServices,SamAccountName,ScriptPath,ClientProcessId,KeyLength,ImpersonationLevel,DisableIntegrityChecks,GroupMembership,CompatibleIds,IpAddress,DeviceId,RemoteEventLogging,HypervisorDebug,PrimaryGroupId,HypervisorLaunchType,TargetLogonGuid,ProviderName,CallerProcessName,Flags,Dummy,WorkstationName,ParentProcessName,AccountExpires,LogonHours,ClassId,IpPort,ReturnCode,ClassName,KeyName,CommandLine,ProfilePath,LocationInformation,ConfigAccessPolicy
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3636,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.295834+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3637,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.298220+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3638,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.298763+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3639,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.299076+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3640,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.300411+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3641,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.314407+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3642,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.314735+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3643,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.324434+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3644,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.325106+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3645,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.325384+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3646,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.326397+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3647,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.329266+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3648,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.329525+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3649,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.331919+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3650,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.332535+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3651,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.332804+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3652,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.334097+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3653,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.340731+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3654,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.341011+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3655,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.343575+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3656,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.344091+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3657,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.344358+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3658,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.345650+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3659,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.348450+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3660,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.348680+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3661,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.378561+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3662,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.379250+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3663,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.379539+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3664,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.380569+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3665,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.406069+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeSystemtimePrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeUndockPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3666,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.406387+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"SeAssignPrimaryTokenPrivilege
			SeIncreaseQuotaPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeShutdownPrivilege
			SeSystemEnvironmentPrivilege
			SeManageVolumePrivilege",,,,C:\Windows\System32\svchost.exe,3667,,,,,,,,,-,,,,,,,,,,4703,WORKGROUP,,,,2026-04-18 17:06:02.421803+00:00,,,,,S-1-5-18,,,DESKTOP-7CV8A7M$,,,,,WORKGROUP,,,,,,,,,,,,,,0x00000000000003e7,,,,,,,,,DESKTOP-7CV8A7M$,,S-1-5-18,0x00000000000003e7,,0x0000000000000bac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
