RecordNumber,Timestamp,EventID,EventName,MessageText,User,ErrorCode,Reason,Component,Url
284,2026-04-01 20:28:26.568274+00:00,86,Microsoft-Windows-CertificateServicesClient-CertEnroll,,,Not found (404). 0x80190194 (-2145844844 HTTP_E_STATUS_NOT_FOUND),,,https://VMW-KeyId-4ee141457063b21f90e0af375a94b4f3b20f36e6.microsoftaik.azure.net/templates/Aik/scep
285,2026-04-01 20:28:28.965000+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
286,2026-04-01 20:28:29.000017+00:00,1003,Microsoft-Windows-Security-SPP,,,,,,
287,2026-04-01 20:28:29.020187+00:00,8198,Microsoft-Windows-Security-SPP,,,,,,
288,2026-04-01 20:28:32.949966+00:00,1,SecurityCenter,,,,,,
289,2026-04-01 20:28:34.984163+00:00,15,SecurityCenter,,,,,,
290,2026-04-01 20:29:26.758982+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
291,2026-04-01 20:35:12.764135+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
292,2026-04-01 20:35:42.915438+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
293,2026-04-01 20:37:42.983131+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
294,2026-04-01 20:38:21.020954+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
295,2026-04-01 20:38:21.021379+00:00,2562,Microsoft-Windows-AppXDeploymentServer/Operational,,,,,,
296,2026-04-01 20:39:19.986433+00:00,15,SecurityCenter,,,,,,
297,2026-04-01 20:57:36.438086+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
298,2026-04-01 20:58:00.391323+00:00,4097,Microsoft-Windows-CAPI2,,,,,,
299,2026-04-01 21:17:00.645842+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
300,2026-04-01 21:17:30.955269+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
301,2026-04-01 21:18:56.297459+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
302,2026-04-01 21:19:26.832832+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
303,2026-04-01 21:23:27.211412+00:00,16394,Microsoft-Windows-Security-SPP,,,,,,
304,2026-04-01 21:24:02.326792+00:00,16384,Microsoft-Windows-Security-SPP,,,,,,
305,2026-04-01 21:26:23.815533+00:00,1001,Windows Error Reporting,,,,,,
